x-axis,2,3,4
second,Volt,Volt,Volt
-320.000E-09,+36.196607653E-03,+4.813092990E-03,-131.808487582E-03
-317.500E-09,+39.406014025E-03,-10.576354081E-03,-136.225102004E-03
-315.000E-09,+39.965451833E-03,-8.132494183E-03,-229.955474730E-03
-312.500E-09,+40.318780975E-03,+6.059559685E-03,-323.685847456E-03
-310.000E-09,+38.709170440E-03,+8.415087298E-03,-236.335028894E-03
-307.500E-09,+35.274026004E-03,+3.929770135E-03,-571.016255068E-03
-305.000E-09,+39.818231357E-03,+4.253655182E-03,-638.246941264E-03
-302.500E-09,+40.279522182E-03,+1.790165887E-03,-369.814931415E-03
-300.000E-09,+40.102857611E-03,+3.507738104E-03,-460.600894527E-03
-297.500E-09,+41.054883354E-03,+5.362716100E-03,-536.174074630E-03
-295.000E-09,+40.564148435E-03,+219.814145E-06,-386.990654166E-03
-292.500E-09,+40.220633991E-03,-3.902359178E-03,-257.927366067E-03
-290.000E-09,+36.746230762E-03,+700.734366E-06,-254.492221517E-03
-287.500E-09,+36.216237049E-03,+6.766217969E-03,-209.835342364E-03
-285.000E-09,+40.475816149E-03,+3.939584833E-03,-369.324196479E-03
-282.500E-09,+34.351444356E-03,+386.664017E-06,-352.148473728E-03
-280.000E-09,+37.629553617E-03,+1.456466141E-03,-392.388738459E-03
-277.500E-09,+33.046089470E-03,+5.902524511E-03,-423.305039410E-03
-275.000E-09,+39.327496438E-03,-1.968863596E-03,-357.546558022E-03
-272.500E-09,+36.824748349E-03,-4.442167589E-03,-312.398943933E-03
-270.000E-09,+39.239164153E-03,-4.128097241E-03,-144.567595911E-03
-267.500E-09,+40.907662878E-03,+1.613501316E-03,-426.740183961E-03
-265.000E-09,+39.435458120E-03,+7.060658921E-03,-635.793266585E-03
-262.500E-09,+38.326397203E-03,+1.407392650E-03,-478.267352213E-03
-260.000E-09,+42.556532208E-03,-5.089937683E-03,-284.427052597E-03
-257.500E-09,+40.220633991E-03,-1.546831565E-03,-311.908208998E-03
-255.000E-09,+41.614321162E-03,+4.312543372E-03,-189.224475063E-03
-252.500E-09,+41.967650304E-03,+425.922811E-06,-119.540114189E-03
-250.000E-09,+40.024340024E-03,-104.070902E-06,-433.119738125E-03
-247.500E-09,+39.680825580E-03,-7.641759264E-03,-269.214269589E-03
-245.000E-09,+38.503061774E-03,-604.620520E-06,-257.436631131E-03
-242.500E-09,+41.948020908E-03,+739.993159E-06,-299.149100669E-03
-240.000E-09,+39.837860754E-03,+2.143495029E-03,-286.389992339E-03
-237.500E-09,+39.523790406E-03,-1.527202168E-03,-269.705004525E-03
-235.000E-09,+39.965451833E-03,-5.923918E-06,-205.909462878E-03
-232.500E-09,+40.721183609E-03,+7.551393840E-03,-359.018762829E-03
-230.000E-09,+44.627433567E-03,+2.496824171E-03,-259.890305810E-03
-227.500E-09,+39.994895928E-03,-2.400710325E-03,-737.375398282E-03
-225.000E-09,+40.446372054E-03,+1.191469285E-03,-285.899257404E-03
-222.500E-09,+40.573963133E-03,+1.809795283E-03,-110.706885345E-03
-220.000E-09,+38.395100091E-03,+131.481859E-06,-149.965680204E-03
-217.500E-09,+40.034154722E-03,+1.211098682E-03,-219.650041079E-03
-215.000E-09,+40.230448690E-03,-3.558844734E-03,-282.954847789E-03
-212.500E-09,+44.136698648E-03,+249.258240E-06,-337.426425656E-03
-210.000E-09,+40.122487007E-03,+1.201283983E-03,-126.410403289E-03
-207.500E-09,+39.131202470E-03,+7.315841079E-03,-118.558644317E-03
-205.000E-09,+39.739713770E-03,-7.386577106E-03,-320.741437841E-03
-202.500E-09,+40.662295419E-03,-11.302641762E-03,-480.721026892E-03
-200.000E-09,+41.830244527E-03,+357.219922E-06,-215.724161593E-03
-197.500E-09,+38.758243932E-03,+5.902524511E-03,-330.065401620E-03
-195.000E-09,+36.834563048E-03,+2.604785853E-03,-346.259654500E-03
-192.500E-09,+40.367854467E-03,+1.377948554E-03,-250.075607095E-03
-190.000E-09,+41.349324306E-03,+1.446651443E-03,-357.546558022E-03
-187.500E-09,+42.036353193E-03,-5.531599110E-03,-271.667944267E-03
-185.000E-09,+38.797502725E-03,-6.778065806E-03,-198.548438842E-03
-182.500E-09,+41.476915385E-03,-3.519585941E-03,-403.675641981E-03
-180.000E-09,+41.202103830E-03,+4.989757561E-03,-175.483896863E-03
-177.500E-09,+40.063598817E-03,-643.879313E-06,-400.240497431E-03
-175.000E-09,+38.669911646E-03,-1.674422644E-03,-538.137014373E-03
-172.500E-09,+43.341708079E-03,-1.429055184E-03,-520.470556686E-03
-170.000E-09,+41.692838749E-03,+4.734575403E-03,-333.009811235E-03
-167.500E-09,+42.311164748E-03,+8.719342948E-03,-207.872402621E-03
-165.000E-09,+40.662295419E-03,+2.379047790E-03,-298.167630797E-03
-162.500E-09,+40.583777832E-03,-2.754039467E-03,-646.098700236E-03
-160.000E-09,+39.994895928E-03,+4.391060959E-03,-762.893614942E-03
-157.500E-09,+38.493247075E-03,+1.839239379E-03,-434.101207997E-03
-155.000E-09,+37.766959395E-03,-6.444366060E-03,-455.202810233E-03
-152.500E-09,+39.111573074E-03,-12.588367251E-03,-348.713329179E-03
-150.000E-09,+41.673209353E-03,-9.899139893E-03,-210.326077300E-03
-147.500E-09,+42.978564238E-03,+1.083507603E-03,-233.881354216E-03
-145.000E-09,+39.808416659E-03,-781.285091E-06,-416.434750310E-03
-142.500E-09,+40.367854467E-03,+2.388862488E-03,-421.832834603E-03
-140.000E-09,+39.671010882E-03,+4.538281435E-03,-134.262162261E-03
-137.500E-09,+39.788787262E-03,+3.910140738E-03,-339.389365399E-03
-135.000E-09,+44.529286583E-03,+5.637527654E-03,-379.138895194E-03
-132.500E-09,+43.724481316E-03,+1.996274553E-03,-239.770173445E-03
-130.000E-09,+38.905464407E-03,+3.360517629E-03,-424.777244218E-03
-127.500E-09,+35.597911051E-03,+2.948300296E-03,-225.048125372E-03
-125.000E-09,+39.965451833E-03,-732.211599E-06,-209.835342364E-03
-122.500E-09,+39.965451833E-03,+3.635329183E-03,-407.601521467E-03
-120.000E-09,+39.808416659E-03,+4.332172769E-03,-173.520957120E-03
-117.500E-09,+41.221733227E-03,-3.009221625E-03,-272.158679203E-03
-115.000E-09,+42.114870780E-03,-4.648276255E-03,-626.469302806E-03
-112.500E-09,+42.222832462E-03,+838.140143E-06,-415.453280439E-03
-110.000E-09,+42.163944272E-03,-1.900160707E-03,-228.974004858E-03
-107.500E-09,+40.250078087E-03,-9.663587131E-03,-408.582991338E-03
-105.000E-09,+37.776774093E-03,+72.593669E-06,-244.677522802E-03
-102.500E-09,+37.011227619E-03,+4.214396388E-03,-270.195739460E-03
-100.000E-09,+39.778972564E-03,+347.405224E-06,-535.683339695E-03
-97.500E-09,+39.985081230E-03,-398.511854E-06,-490.535725607E-03
-95.000E-09,+46.580558546E-03,+2.045348045E-03,-571.506990003E-03
-92.500E-09,+44.705951154E-03,+3.625514485E-03,-517.526147072E-03
-90.000E-09,+40.652480720E-03,-1.409425788E-03,-382.574039744E-03
-87.500E-09,+37.766959395E-03,-2.842371752E-03,-164.196993341E-03
-85.000E-09,+38.503061774E-03,-1.684237342E-03,-139.660246554E-03
-82.500E-09,+40.279522182E-03,+2.241642012E-03,-349.694799050E-03
-80.000E-09,+37.011227619E-03,+5.274383814E-03,-355.583618279E-03
-77.500E-09,+41.368953703E-03,+1.937386362E-03,-209.835342365E-03
-75.000E-09,+42.320979446E-03,-11.116162493E-03,-184.807860642E-03
-72.500E-09,+38.974167296E-03,+2.545897662E-03,-131.317752646E-03
-70.000E-09,+39.150831867E-03,+2.447750679E-03,-485.628376249E-03
-67.500E-09,+39.837860754E-03,-6.601401235E-03,-325.648787199E-03
-65.000E-09,+40.181375198E-03,-8.544711515E-03,-477.285882342E-03
-62.500E-09,+40.917477577E-03,-5.031049493E-03,-315.343353548E-03
-60.000E-09,+38.002512156E-03,-16.023511686E-03,-241.733113187E-03
-57.500E-09,+40.907662878E-03,-18.447742188E-03,-598.497411469E-03
-55.000E-09,+43.233746396E-03,-38.518800390E-03,-621.071218513E-03
-52.500E-09,+39.739713770E-03,-47.469805319E-03,-222.594450694E-03
-50.000E-09,+41.025439259E-03,+31.715181270E-03,-210.816812236E-03
-47.500E-09,+40.534704340E-03,+60.913908972E-03,-360.981702572E-03
-45.000E-09,+40.279522182E-03,+10.171918309E-03,-492.498665350E-03
-42.500E-09,+40.780071799E-03,-7.690832756E-03,-597.515941598E-03
-40.000E-09,+40.868404085E-03,-24.267858332E-03,-535.683339695E-03
-37.500E-09,+44.529286583E-03,-43.553740663E-03,-366.379786865E-03
-35.000E-09,+39.965451833E-03,-23.561200048E-03,-118.067909381E-03
